ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %,Topics
1248,Count Number of Nice Subarrays,/problems/count-number-of-nice-subarrays,N,56.4%,Medium,0.17%,"Array, Hash Table, Math, Sliding Window, Prefix Sum"
561,Array Partition I,/problems/array-partition-i,N,72.0%,Easy,0.17%,No Topics Found
856,Score of Parentheses,/problems/score-of-parentheses,N,60.5%,Medium,0.17%,"String, Stack"
707,Design Linked List,/problems/design-linked-list,N,24.5%,Medium,0.17%,"Linked List, Design"
1162,As Far from Land as Possible,/problems/as-far-from-land-as-possible,N,43.5%,Medium,0.17%,"Array, Dynamic Programming, Breadth-First Search, Matrix"
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,N,44.8%,Medium,0.17%,No Topics Found
963,Minimum Area Rectangle II,/problems/minimum-area-rectangle-ii,N,50.9%,Medium,0.17%,"Array, Math, Geometry"
338,Counting Bits,/problems/counting-bits,N,69.5%,Medium,0.16%,"Dynamic Programming, Bit Manipulation"
720,Longest Word in Dictionary,/problems/longest-word-in-dictionary,N,48.2%,Easy,0.16%,"Array, Hash Table, String, Trie, Sorting"
404,Sum of Left Leaves,/problems/sum-of-left-leaves,N,50.9%,Easy,0.16%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1242,Web Crawler Multithreaded,/problems/web-crawler-multithreaded,N,45.9%,Medium,0.15%,No Topics Found
1395,Count Number of Teams,/problems/count-number-of-teams,N,82.0%,Medium,0.15%,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
951,Flip Equivalent Binary Trees,/problems/flip-equivalent-binary-trees,N,65.8%,Medium,0.15%,"Tree, Depth-First Search, Binary Tree"
942,DI String Match,/problems/di-string-match,N,72.6%,Easy,0.15%,"Array, Two Pointers, String, Greedy"
714,Best Time to Buy and Sell Stock with Transaction Fee,/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,N,54.7%,Medium,0.14%,"Array, Dynamic Programming, Greedy"
376,Wiggle Subsequence,/problems/wiggle-subsequence,N,39.6%,Medium,0.14%,"Array, Dynamic Programming, Greedy"
1005,Maximize Sum Of Array After K Negations,/problems/maximize-sum-of-array-after-k-negations,N,51.3%,Easy,0.14%,No Topics Found
855,Exam Room,/problems/exam-room,N,43.1%,Medium,0.14%,"Design, Heap (Priority Queue), Ordered Set"
702,Search in a Sorted Array of Unknown Size,/problems/search-in-a-sorted-array-of-unknown-size,N,66.9%,Medium,0.14%,No Topics Found
1479,Sales by Day of the Week,/problems/sales-by-day-of-the-week,N,83.4%,Hard,0.13%,No Topics Found
1160,Find Words That Can Be Formed by Characters,/problems/find-words-that-can-be-formed-by-characters,N,67.4%,Easy,0.13%,"Array, Hash Table, String, Counting"
974,Subarray Sums Divisible by K,/problems/subarray-sums-divisible-by-k,N,48.9%,Medium,0.13%,"Array, Hash Table, Prefix Sum"
1117,Building H2O,/problems/building-h2o,N,52.6%,Medium,0.13%,Concurrency
1059,All Paths from Source Lead to Destination,/problems/all-paths-from-source-lead-to-destination,N,44.7%,Medium,0.13%,No Topics Found
1233,Remove Sub-Folders from the Filesystem,/problems/remove-sub-folders-from-the-filesystem,N,59.5%,Medium,0.12%,"Array, String, Depth-First Search, Trie"
890,Find and Replace Pattern,/problems/find-and-replace-pattern,N,73.4%,Medium,0.12%,"Array, Hash Table, String"
654,Maximum Binary Tree,/problems/maximum-binary-tree,N,79.9%,Medium,0.12%,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree"
1114,Print in Order,/problems/print-in-order,N,65.7%,Easy,0.12%,Concurrency
839,Similar String Groups,/problems/similar-string-groups,N,38.6%,Hard,0.12%,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find"
144,Binary Tree Preorder Traversal,/problems/binary-tree-preorder-traversal,N,55.7%,Medium,0.12%,"Stack, Tree, Depth-First Search, Binary Tree"
679,24 Game,/problems/24-game,N,46.4%,Hard,0.12%,"Array, Math, Backtracking"
671,Second Minimum Node In a Binary Tree,/problems/second-minimum-node-in-a-binary-tree,N,42.7%,Easy,0.11%,"Tree, Depth-First Search, Binary Tree"
1068,Product Sales Analysis I,/problems/product-sales-analysis-i,N,83.1%,Easy,0.11%,Database
842,Split Array into Fibonacci Sequence,/problems/split-array-into-fibonacci-sequence,N,36.3%,Medium,0.11%,"String, Backtracking"
742,Closest Leaf in a Binary Tree,/problems/closest-leaf-in-a-binary-tree,N,43.6%,Medium,0.11%,No Topics Found
966,Vowel Spellchecker,/problems/vowel-spellchecker,N,47.2%,Medium,0.11%,"Array, Hash Table, String"
172,Factorial Trailing Zeroes,/problems/factorial-trailing-zeroes,N,37.8%,Easy,0.11%,Math
1266,Minimum Time Visiting All Points,/problems/minimum-time-visiting-all-points,N,79.6%,Easy,0.10%,"Array, Math, Geometry"
396,Rotate Function,/problems/rotate-function,N,36.3%,Medium,0.10%,"Array, Math, Dynamic Programming"
267,Palindrome Permutation II,/problems/palindrome-permutation-ii,N,36.4%,Medium,0.10%,No Topics Found
485,Max Consecutive Ones,/problems/max-consecutive-ones,N,54.6%,Easy,0.10%,Array
661,Image Smoother,/problems/image-smoother,N,51.5%,Easy,0.10%,"Array, Matrix"
1023,Camelcase Matching,/problems/camelcase-matching,N,57.0%,Medium,0.10%,"Array, Two Pointers, String, Trie, String Matching"
461,Hamming Distance,/problems/hamming-distance,N,72.8%,Easy,0.10%,Bit Manipulation
605,Can Place Flowers,/problems/can-place-flowers,N,31.6%,Easy,0.09%,"Array, Greedy"
791,Custom Sort String,/problems/custom-sort-string,N,65.7%,Medium,0.09%,"Hash Table, String, Sorting"
216,Combination Sum III,/problems/combination-sum-iii,N,56.6%,Medium,0.09%,"Array, Backtracking"
1247,Minimum Swaps to Make Strings Equal,/problems/minimum-swaps-to-make-strings-equal,N,60.1%,Medium,0.09%,"Math, String, Greedy"
916,Word Subsets,/problems/word-subsets,N,47.8%,Medium,0.08%,"Array, Hash Table, String"
582,Kill Process,/problems/kill-process,N,60.8%,Medium,0.08%,No Topics Found
459,Repeated Substring Pattern,/problems/repeated-substring-pattern,N,42.2%,Easy,0.08%,"String, String Matching"
884,Uncommon Words from Two Sentences,/problems/uncommon-words-from-two-sentences,N,63.3%,Easy,0.08%,"Hash Table, String, Counting"
705,Design HashSet,/problems/design-hashset,N,64.3%,Easy,0.07%,"Array, Hash Table, Linked List, Design, Hash Function"
674,Longest Continuous Increasing Subsequence,/problems/longest-continuous-increasing-subsequence,N,45.9%,Easy,0.07%,Array
1082,Sales Analysis I,/problems/sales-analysis-i,N,71.8%,Easy,0.07%,No Topics Found
260,Single Number III,/problems/single-number-iii,N,64.3%,Medium,0.07%,"Array, Bit Manipulation"
1337,The K Weakest Rows in a Matrix,/problems/the-k-weakest-rows-in-a-matrix,N,68.8%,Easy,0.07%,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
1495,Friendly Movies Streamed Last Month,/problems/friendly-movies-streamed-last-month,N,52.6%,Easy,0.07%,No Topics Found
872,Leaf-Similar Trees,/problems/leaf-similar-trees,N,64.5%,Easy,0.07%,"Tree, Depth-First Search, Binary Tree"
1332,Remove Palindromic Subsequences,/problems/remove-palindromic-subsequences,N,60.1%,Easy,0.07%,"Two Pointers, String"
1029,Two City Scheduling,/problems/two-city-scheduling,N,56.1%,Easy,0.06%,"Array, Greedy, Sorting"
1251,Average Selling Price,/problems/average-selling-price,N,81.6%,Easy,0.06%,No Topics Found
801,Minimum Swaps To Make Sequences Increasing,/problems/minimum-swaps-to-make-sequences-increasing,N,38.9%,Medium,0.06%,"Array, Dynamic Programming"
1069,Product Sales Analysis II,/problems/product-sales-analysis-ii,N,82.9%,Easy,0.06%,No Topics Found
52,N-Queens II,/problems/n-queens-ii,N,57.9%,Hard,0.06%,Backtracking
80,Remove Duplicates from Sorted Array II,/problems/remove-duplicates-from-sorted-array-ii,N,44.0%,Medium,0.06%,"Array, Two Pointers"
922,Sort Array By Parity II,/problems/sort-array-by-parity-ii,N,69.3%,Easy,0.06%,"Array, Two Pointers, Sorting"
1221,Split a String in Balanced Strings,/problems/split-a-string-in-balanced-strings,N,83.3%,Easy,0.05%,"String, Greedy, Counting"
1303,Find the Team Size,/problems/find-the-team-size,N,87.8%,Easy,0.05%,No Topics Found
1128,Number of Equivalent Domino Pairs,/problems/number-of-equivalent-domino-pairs,N,47.3%,Easy,0.05%,No Topics Found
1267,Count Servers that Communicate,/problems/count-servers-that-communicate,N,57.9%,Medium,0.05%,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, Counting"
1051,Height Checker,/problems/height-checker,N,71.1%,Easy,0.05%,"Array, Sorting, Counting Sort"
1382,Balance a Binary Search Tree,/problems/balance-a-binary-search-tree,N,74.8%,Medium,0.04%,"Divide and Conquer, Greedy, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1456,Maximum Number of Vowels in a Substring of Given Length,/problems/maximum-number-of-vowels-in-a-substring-of-given-length,N,52.4%,Medium,0.04%,"String, Sliding Window"
965,Univalued Binary Tree,/problems/univalued-binary-tree,N,67.7%,Easy,0.04%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
590,N-ary Tree Postorder Traversal,/problems/n-ary-tree-postorder-traversal,N,72.1%,Easy,0.04%,"Stack, Tree, Depth-First Search"
1049,Last Stone Weight II,/problems/last-stone-weight-ii,N,44.2%,Medium,0.04%,"Array, Dynamic Programming"
797,All Paths From Source to Target,/problems/all-paths-from-source-to-target,N,77.9%,Medium,0.04%,"Backtracking, Depth-First Search, Breadth-First Search, Graph"
1511,Customer Order Frequency,/problems/customer-order-frequency,N,76.8%,Easy,0.04%,No Topics Found
1304,Find N Unique Integers Sum up to Zero,/problems/find-n-unique-integers-sum-up-to-zero,N,76.3%,Easy,0.04%,"Array, Math"
1325,Delete Leaves With a Given Value,/problems/delete-leaves-with-a-given-value,N,73.0%,Medium,0.03%,No Topics Found
501,Find Mode in Binary Search Tree,/problems/find-mode-in-binary-search-tree,N,42.4%,Easy,0.03%,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
303,Range Sum Query - Immutable,/problems/range-sum-query-immutable,N,44.7%,Easy,0.03%,"Array, Design, Prefix Sum"
1520,Maximum Number of Non-Overlapping Substrings,/problems/maximum-number-of-non-overlapping-substrings,N,32.8%,Hard,0.02%,"String, Greedy"
154,Find Minimum in Rotated Sorted Array II,/problems/find-minimum-in-rotated-sorted-array-ii,N,41.6%,Hard,0.02%,"Array, Binary Search"
389,Find the Difference,/problems/find-the-difference,N,55.3%,Easy,0.02%,"Hash Table, String, Bit Manipulation, Sorting"
1351,Count Negative Numbers in a Sorted Matrix,/problems/count-negative-numbers-in-a-sorted-matrix,N,76.5%,Easy,0.01%,"Array, Binary Search, Matrix"
663,Equal Tree Partition,/problems/equal-tree-partition,N,39.5%,Medium,0.00%,No Topics Found
537,Complex Number Multiplication,/problems/complex-number-multiplication,N,67.4%,Medium,0.00%,"Math, String, Simulation"
553,Optimal Division,/problems/optimal-division,N,56.8%,Medium,0.00%,"Array, Math, Dynamic Programming"
738,Monotone Increasing Digits,/problems/monotone-increasing-digits,N,44.3%,Medium,0.00%,"Math, Greedy"
776,Split BST,/problems/split-bst,N,55.8%,Medium,0.00%,No Topics Found
851,Loud and Rich,/problems/loud-and-rich,N,51.6%,Medium,0.00%,"Array, Depth-First Search, Graph, Topological Sort"
899,Orderly Queue,/problems/orderly-queue,N,52.2%,Hard,0.00%,"Math, String, Sorting"
902,Numbers At Most N Given Digit Set,/problems/numbers-at-most-n-given-digit-set,N,31.5%,Hard,0.00%,"Array, Math, String, Binary Search, Dynamic Programming"
1067,Digit Count in Range,/problems/digit-count-in-range,N,40.0%,Hard,0.00%,No Topics Found
1065,Index Pairs of a String,/problems/index-pairs-of-a-string,N,60.7%,Easy,0.00%,No Topics Found
1085,Sum of Digits in the Minimum Number,/problems/sum-of-digits-in-the-minimum-number,N,74.6%,Easy,0.00%,No Topics Found
1118,Number of Days in a Month,/problems/number-of-days-in-a-month,N,57.4%,Easy,0.00%,No Topics Found
1119,Remove Vowels from a String,/problems/remove-vowels-from-a-string,N,89.9%,Easy,0.00%,No Topics Found
1134,Armstrong Number,/problems/armstrong-number,N,78.2%,Easy,0.00%,No Topics Found
1028,Recover a Tree From Preorder Traversal,/problems/recover-a-tree-from-preorder-traversal,N,69.9%,Hard,0.00%,"String, Tree, Depth-First Search, Binary Tree"
1133,Largest Unique Number,/problems/largest-unique-number,N,66.8%,Easy,0.00%,No Topics Found
1035,Uncrossed Lines,/problems/uncrossed-lines,N,56.1%,Medium,0.00%,"Array, Dynamic Programming"
1045,Customers Who Bought All Products,/problems/customers-who-bought-all-products,N,67.7%,Medium,0.00%,Database
1050,Actors and Directors Who Cooperated At Least Three Times,/problems/actors-and-directors-who-cooperated-at-least-three-times,N,71.7%,Easy,0.00%,Database
1054,Distant Barcodes,/problems/distant-barcodes,N,43.2%,Medium,0.00%,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
1070,Product Sales Analysis III,/problems/product-sales-analysis-iii,N,48.9%,Medium,0.00%,Database
1080,Insufficient Nodes in Root to Leaf Paths,/problems/insufficient-nodes-in-root-to-leaf-paths,N,49.3%,Medium,0.00%,"Tree, Depth-First Search, Binary Tree"
1259,Handshakes That Don't Cross,/problems/handshakes-that-dont-cross,N,53.5%,Hard,0.00%,No Topics Found
1288,Remove Covered Intervals,/problems/remove-covered-intervals,N,57.9%,Medium,0.00%,"Array, Sorting"
1129,Shortest Path with Alternating Colors,/problems/shortest-path-with-alternating-colors,N,38.9%,Medium,0.00%,"Breadth-First Search, Graph"
1362,Closest Divisors,/problems/closest-divisors,N,56.8%,Medium,0.00%,Math
1363,Largest Multiple of Three,/problems/largest-multiple-of-three,N,33.5%,Hard,0.00%,"Array, Dynamic Programming, Greedy"
1175,Prime Arrangements,/problems/prime-arrangements,N,51.0%,Easy,0.00%,
1176,Diet Plan Performance,/problems/diet-plan-performance,N,53.8%,Easy,0.00%,
1255,Maximum Score Words Formed by Letters,/problems/maximum-score-words-formed-by-letters,N,69.4%,Hard,0.00%,
1260,Shift 2D Grid,/problems/shift-2d-grid,N,61.4%,Easy,0.00%,
1305,All Elements in Two Binary Search Trees,/problems/all-elements-in-two-binary-search-trees,N,76.1%,Medium,0.00%,
1327,List the Products Ordered in a Period,/problems/list-the-products-ordered-in-a-period,N,76.4%,Easy,0.00%,
1350,Students With Invalid Departments,/problems/students-with-invalid-departments,N,89.5%,Easy,0.00%,
1404,Number of Steps to Reduce a Number in Binary Representation to One,/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,N,50.4%,Medium,0.00%,
1409,Queries on a Permutation With Key,/problems/queries-on-a-permutation-with-key,N,81.7%,Medium,0.00%,
1421,NPV Queries,/problems/npv-queries,N,80.6%,Medium,0.00%,
1457,Pseudo-Palindromic Paths in a Binary Tree,/problems/pseudo-palindromic-paths-in-a-binary-tree,N,67.3%,Medium,0.00%,
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,N,50.6%,Hard,0.00%,
1496,Path Crossing,/problems/path-crossing,N,55.9%,Easy,0.00%,
1485,Clone Binary Tree With Random Pointer,/problems/clone-binary-tree-with-random-pointer,N,81.0%,Medium,0.00%,
1502,Can Make Arithmetic Progression From Sequence,/problems/can-make-arithmetic-progression-from-sequence,N,73.3%,Easy,0.00%,
1490,Clone N-ary Tree,/problems/clone-n-ary-tree,N,84.5%,Medium,0.00%,
1533,Find the Index of the Large Integer,/problems/find-the-index-of-the-large-integer,N,57.1%,Medium,0.00%,
1201,Ugly Number III,/problems/ugly-number-iii,N,25.9%,Medium,0.26%,
1224,Maximum Equal Frequency,/problems/maximum-equal-frequency,N,33.5%,Hard,0.00%,
1521,Find a Value of a Mysterious Function Closest to Target,/problems/find-a-value-of-a-mysterious-function-closest-to-target,N,43.2%,Hard,0.00%,
2205,The Number of Users That Are Eligible for Discount,/problems/the-number-of-users-that-are-eligible-for-discount,Y,50.2%,Easy,0.00%,
2230,The Users That Are Eligible for Discount,/problems/the-users-that-are-eligible-for-discount,Y,50.9%,Easy,0.00%,
1639,Number of Ways to Form a Target String Given a Dictionary,/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,N,42.8%,Hard,100.00%,
326,Power of Three,/problems/power-of-three,N,45.2%,Easy,4.47%,
374,Guess Number Higher or Lower,/problems/guess-number-higher-or-lower,N,51.4%,Easy,1.31%,
400,Nth Digit,/problems/nth-digit,N,34.1%,Medium,47.49%,
566,Reshape the Matrix,/problems/reshape-the-matrix,N,62.7%,Easy,7.26%,
629,K Inverse Pairs Array,/problems/k-inverse-pairs-array,N,42.9%,Hard,67.78%,
697,Degree of an Array,/problems/degree-of-an-array,N,55.9%,Easy,18.85%,
722,Remove Comments,/problems/remove-comments,N,38.0%,Medium,41.46%,
730,Count Different Palindromic Subsequences,/problems/count-different-palindromic-subsequences,N,44.5%,Hard,86.86%,
869,Reordered Power of 2,/problems/reordered-power-of-2,N,63.9%,Medium,31.80%,
948,Bag of Tokens,/problems/bag-of-tokens,N,52.1%,Medium,40.73%,
976,Largest Perimeter Triangle,/problems/largest-perimeter-triangle,N,54.5%,Easy,18.08%,
996,Number of Squareful Arrays,/problems/number-of-squareful-arrays,N,49.2%,Hard,83.60%,
1009,Complement of Base 10 Integer,/problems/complement-of-base-10-integer,N,61.9%,Easy,48.25%,
1282,Group the People Given the Group Size They Belong To,/problems/group-the-people-given-the-group-size-they-belong-to,N,85.7%,Medium,25.85%,
1402,Reducing Dishes,/problems/reducing-dishes,N,72.0%,Hard,69.48%,
1394,Find Lucky Integer in an Array,/problems/find-lucky-integer-in-an-array,N,63.6%,Easy,26.43%,
1658,Minimum Operations to Reduce X to Zero,/problems/minimum-operations-to-reduce-x-to-zero,N,37.6%,Medium,84.09%,
1770,Maximum Score from Performing Multiplication Operations,/problems/maximum-score-from-performing-multiplication-operations,N,36.6%,Hard,30.16%,
1774,Closest Dessert Cost,/problems/closest-dessert-cost,N,46.8%,Medium,67.78%,
1873,Calculate Special Bonus,/problems/calculate-special-bonus,N,63.8%,Easy,4.31%,Database
1929,Concatenation of Array,/problems/concatenation-of-array,N,91.3%,Easy,18.47%,"Array, Simulation"
2008,Maximum Earnings From Taxi,/problems/maximum-earnings-from-taxi,N,43.2%,Medium,50.68%,"Array, Hash Table, Binary Search, Dynamic Programming, Sorting"
2089,Find Target Indices After Sorting Array,/problems/find-target-indices-after-sorting-array,N,76.6%,Easy,11.94%,"Array, Binary Search, Sorting"
2236,Root Equals Sum of Children,/problems/root-equals-sum-of-children,N,87.0%,Easy,6.58%,"Tree, Binary Tree"
391,Perfect Rectangle,/problems/perfect-rectangle,N,30.5%,Hard,1.30%,"Array, Line Sweep"
1095,Find in Mountain Array,/problems/find-in-mountain-array,N,35.8%,Hard,1.20%,"Array, Binary Search, Interactive"
479,Largest Palindrome Product,/problems/largest-palindrome-product,N,29.0%,Hard,1.17%,"Math, Enumeration"
195,Tenth Line,/problems/tenth-line,N,33.0%,Easy,0.33%,Shell
401,Binary Watch,/problems/binary-watch,N,47.5%,Easy,0.29%,"Backtracking, Bit Manipulation"
223,Rectangle Area,/problems/rectangle-area,N,37.8%,Medium,0.26%,"Math, Geometry"
837,New 21 Game,/problems/new-21-game,N,34.6%,Medium,0.21%,"Math, Dynamic Programming, Sliding Window, Probability and Statistics"
911,Online Election,/problems/online-election,N,50.4%,Medium,0.17%,"Array, Hash Table, Binary Search, Design"
1278,Palindrome Partitioning III,/problems/palindrome-partitioning-iii,N,59.9%,Hard,0.17%,"String, Dynamic Programming"
821,Shortest Distance to a Character,/problems/shortest-distance-to-a-character,N,66.9%,Easy,0.16%,"Array, Two Pointers, String"
470,Implement Rand10() Using Rand7(),/problems/implement-rand10-using-rand7,N,46.3%,Medium,0.15%,"Math, Rejection Sampling, Randomized, Probability and Statistics"
546,Remove Boxes,/problems/remove-boxes,N,42.7%,Hard,0.14%,No Topics Found
454,4Sum II,/problems/4sum-ii,N,53.1%,Medium,0.12%,"Array, Hash Table"
343,Integer Break,/problems/integer-break,N,50.4%,Medium,0.10%,No Topics Found
87,Scramble String,/problems/scramble-string,N,33.7%,Hard,0.09%,No Topics Found
282,Expression Add Operators,/problems/expression-add-operators,N,35.5%,Hard,0.09%,No Topics Found
594,Longest Harmonious Subsequence,/problems/longest-harmonious-subsequence,N,46.6%,Easy,0.05%,"Array, Hash Table, Sliding Window, Sorting, Counting"
709,To Lower Case,/problems/to-lower-case,N,79.3%,Easy,0.05%,String
1021,Remove Outermost Parentheses,/problems/remove-outermost-parentheses,N,78.0%,Easy,0.04%,No Topics Found
766,Toeplitz Matrix,/problems/toeplitz-matrix,N,65.1%,Easy,0.02%,"Array, Matrix"
700,Search in a Binary Search Tree,/problems/search-in-a-binary-search-tree,N,73.1%,Easy,0.02%,"Tree, Binary Search Tree, Binary Tree"
565,Array Nesting,/problems/array-nesting,N,55.5%,Medium,0.00%,"Array, Depth-First Search"
991,Broken Calculator,/problems/broken-calculator,N,54.1%,Medium,61.14%,"Math, Greedy"
1071,Greatest Common Divisor of Strings,/problems/greatest-common-divisor-of-strings,N,51.1%,Easy,100.00%,"Math, String"
2002,Maximum Product of the Length of Two Palindromic Subsequences,/problems/maximum-product-of-the-length-of-two-palindromic-subsequences,N,53.4%,Medium,0.00%,No Topics Found
757,Set Intersection Size At Least Two,/problems/set-intersection-size-at-least-two,N,43.8%,Hard,92.64%,"Array, Greedy, Sorting"
1366,Rank Teams by Votes,/problems/rank-teams-by-votes,N,58.6%,Medium,100.00%,"Array, Hash Table, String, Sorting, Counting"
1381,Design a Stack With Increment Operation,/problems/design-a-stack-with-increment-operation,N,77.3%,Medium,19.50%,"Array, Stack, Design"
1307,Verbal Arithmetic Puzzle,/problems/verbal-arithmetic-puzzle,N,37.7%,Hard,0.00%,"Array, Math, String, Backtracking"
1228,Missing Number In Arithmetic Progression,/problems/missing-number-in-arithmetic-progression,N,52.6%,Easy,0.13%,No Topics Found
1200,Minimum Absolute Difference,/problems/minimum-absolute-difference,N,66.6%,Easy,0.00%,"Array, Sorting"
488,Zuma Game,/problems/zuma-game,N,34.6%,Hard,0.00%,No Topics Found
2060,Check if an Original String Exists Given Two Encoded Strings,/problems/check-if-an-original-string-exists-given-two-encoded-strings,N,40.8%,Hard,0.00%,"String, Dynamic Programming"
308,Range Sum Query 2D - Mutable,/problems/range-sum-query-2d-mutable,Y,42.3%,Hard,34.88%,No Topics Found
386,Lexicographical Numbers,/problems/lexicographical-numbers,N,60.7%,Medium,10.20%,"Depth-First Search, Trie"
718,Maximum Length of Repeated Subarray,/problems/maximum-length-of-repeated-subarray,N,51.5%,Medium,4.46%,No Topics Found
723,Candy Crush,/problems/candy-crush,Y,76.5%,Medium,56.96%,No Topics Found
744,Find Smallest Letter Greater Than Target,/problems/find-smallest-letter-greater-than-target,N,44.8%,Easy,3.13%,"Array, Binary Search"
769,Max Chunks To Make Sorted,/problems/max-chunks-to-make-sorted,N,58.2%,Medium,11.39%,"Array, Stack, Greedy, Sorting, Monotonic Stack"
845,Longest Mountain in Array,/problems/longest-mountain-in-array,N,40.2%,Medium,17.35%,"Array, Two Pointers, Dynamic Programming, Enumeration"
858,Mirror Reflection,/problems/mirror-reflection,N,63.3%,Medium,30.47%,"Math, Geometry, Number Theory"
888,Fair Candy Swap,/problems/fair-candy-swap,N,60.5%,Easy,10.20%,"Array, Hash Table, Binary Search, Sorting"
925,Long Pressed Name,/problems/long-pressed-name,N,33.7%,Easy,5.70%,"Two Pointers, String"
935,Knight Dialer,/problems/knight-dialer,N,50.0%,Medium,49.06%,Dynamic Programming
967,Numbers With Same Consecutive Differences,/problems/numbers-with-same-consecutive-differences,N,57.1%,Medium,20.06%,"Backtracking, Breadth-First Search"
1274,Number of Ships in a Rectangle,/problems/number-of-ships-in-a-rectangle,Y,69.4%,Hard,62.06%,No Topics Found
1331,Rank Transform of an Array,/problems/rank-transform-of-an-array,N,59.1%,Easy,20.54%,"Array, Hash Table, Sorting"
2303,Calculate Amount Paid in Taxes,/problems/calculate-amount-paid-in-taxes,N,63.3%,Easy,23.20%,"Array, Simulation"
1358,Number of Substrings Containing All Three Characters,/problems/number-of-substrings-containing-all-three-characters,N,63.0%,Medium,8.18%,"Hash Table, String, Sliding Window"
1347,Minimum Number of Steps to Make Two Strings Anagram,/problems/minimum-number-of-steps-to-make-two-strings-anagram,N,77.4%,Medium,38.12%,"Hash Table, String, Counting"
1387,Sort Integers by The Power Value,/problems/sort-integers-by-the-power-value,N,70.0%,Medium,27.39%,"Dynamic Programming, Memoization, Sorting"
1506,Find Root of N-Ary Tree,/problems/find-root-of-n-ary-tree,Y,78.2%,Medium,19.08%,No Topics Found
1578,Minimum Time to Make Rope Colorful,/problems/minimum-time-to-make-rope-colorful,N,63.7%,Medium,8.27%,"Array, String, Dynamic Programming, Greedy"
1582,Special Positions in a Binary Matrix,/problems/special-positions-in-a-binary-matrix,N,65.4%,Easy,14.10%,"Array, Matrix"
1583,Count Unhappy Friends,/problems/count-unhappy-friends,N,60.2%,Medium,36.31%,"Array, Simulation"
1614,Maximum Nesting Depth of the Parentheses,/problems/maximum-nesting-depth-of-the-parentheses,N,82.7%,Easy,40.89%,"String, Stack"
1647,Minimum Deletions to Make Character Frequencies Unique,/problems/minimum-deletions-to-make-character-frequencies-unique,N,59.2%,Medium,9.13%,"Hash Table, String, Greedy, Sorting"
1656,Design an Ordered Stream,/problems/design-an-ordered-stream,N,85.5%,Easy,88.28%,"Array, Hash Table, Design, Data Stream"
1790,Check if One String Swap Can Make Strings Equal,/problems/check-if-one-string-swap-can-make-strings-equal,N,45.6%,Easy,13.36%,"Hash Table, String, Counting"
1795,Rearrange Products Table,/problems/rearrange-products-table,N,89.7%,Easy,3.19%,Database
1823,Find the Winner of the Circular Game,/problems/find-the-winner-of-the-circular-game,N,77.9%,Medium,38.73%,"Array, Math, Recursion, Queue, Simulation"
1832,Check if the Sentence Is Pangram,/problems/check-if-the-sentence-is-pangram,N,83.9%,Easy,3.11%,"Hash Table, String"
1854,Maximum Population Year,/problems/maximum-population-year,N,59.9%,Easy,9.03%,"Array, Counting, Prefix Sum"
2034,Stock Price Fluctuation,/problems/stock-price-fluctuation,N,49.3%,Medium,7.28%,"Hash Table, Design, Heap (Priority Queue), Data Stream, Ordered Set"
2127,Maximum Employees to Be Invited to a Meeting,/problems/maximum-employees-to-be-invited-to-a-meeting,N,33.5%,Hard,24.16%,"Depth-First Search, Graph, Topological Sort"
2248,Intersection of Multiple Arrays,/problems/intersection-of-multiple-arrays,N,69.5%,Easy,8.35%,"Array, Hash Table, Sorting, Counting"
2276,Count Integers in Intervals,/problems/count-integers-in-intervals,N,34.2%,Hard,16.92%,"Design, Segment Tree, Ordered Set"
2463,Minimum Total Distance Traveled,/problems/minimum-total-distance-traveled,N,39.5%,Hard,11.56%,"Array, Dynamic Programming, Sorting"
554,Brick Wall,/problems/brick-wall,N,50.0%,Medium,0.85%,"Array, Hash Table"
422,Valid Word Square,/problems/valid-word-square,N,37.7%,Easy,0.26%,No Topics Found
513,Find Bottom Left Tree Value,/problems/find-bottom-left-tree-value,N,61.5%,Medium,0.20%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
971,Flip Binary Tree To Match Preorder Traversal,/problems/flip-binary-tree-to-match-preorder-traversal,N,45.7%,Medium,0.17%,"Tree, Depth-First Search, Binary Tree"
504,Base 7,/problems/base-7,N,46.2%,Easy,0.15%,Math
