ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %,Topics
1323,Maximum 69 Number,/problems/maximum-69-number,N,77.9%,Easy,0.02%,
1317,Convert Integer to the Sum of Two No-Zero Integers,/problems/convert-integer-to-the-sum-of-two-no-zero-integers,N,56.8%,Easy,0.00%,
1063,Number of Valid Subarrays,/problems/number-of-valid-subarrays,N,71.1%,Hard,0.00%,
1355,Activity Participants,/problems/activity-participants,N,69.4%,Medium,0.00%,
861,Score After Flipping Matrix,/problems/score-after-flipping-matrix,N,75.1%,Medium,0.00%,
563,Binary Tree Tilt,/problems/binary-tree-tilt,N,48.7%,Easy,0.40%,
985,Sum of Even Numbers After Queries,/problems/sum-of-even-numbers-after-queries,N,61.3%,Easy,0.00%,
1124,Longest Well-Performing Interval,/problems/longest-well-performing-interval,N,32.7%,Medium,0.00%,
1540,Can Convert String in K Moves,/problems/can-convert-string-in-k-moves,N,27.2%,Medium,0.00%,
1951,All the Pairs With the Maximum Number of Common Followers,/problems/all-the-pairs-with-the-maximum-number-of-common-followers,Y,73.0%,Medium,0.00%,
1006,Clumsy Factorial,/problems/clumsy-factorial,N,55.0%,Medium,100.00%,
598,Range Addition II,/problems/range-addition-ii,N,49.6%,Easy,1.55%,
874,Walking Robot Simulation,/problems/walking-robot-simulation,N,35.2%,Easy,0.10%,
2027,Minimum Moves to Convert String,/problems/minimum-moves-to-convert-string,N,53.7%,Easy,0.00%,
423,Reconstruct Original Digits from English,/problems/reconstruct-original-digits-from-english,N,51.3%,Medium,51.70%,
1529,Minimum Suffix Flips,/problems/minimum-suffix-flips,N,72.4%,Medium,34.63%,
2038,Remove Colored Pieces if Both Neighbors are the Same Color,/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color,N,58.1%,Medium,100.00%,
2275,Largest Combination With Bitwise AND Greater Than Zero,/problems/largest-combination-with-bitwise-and-greater-than-zero,N,72.4%,Medium,100.00%,
1993,Operations on Tree,/problems/operations-on-tree,N,43.7%,Medium,100.00%,
1210,Minimum Moves to Reach Target with Rotations,/problems/minimum-moves-to-reach-target-with-rotations,N,49.0%,Hard,0.00%,
2212,Maximum Points in an Archery Competition,/problems/maximum-points-in-an-archery-competition,N,48.9%,Medium,0.00%,
1654,Minimum Jumps to Reach Home,/problems/minimum-jumps-to-reach-home,N,28.7%,Medium,13.28%,
2133,Check if Every Row and Column Contains All Numbers,/problems/check-if-every-row-and-column-contains-all-numbers,N,52.8%,Easy,17.11%,
245,Shortest Word Distance III,/problems/shortest-word-distance-iii,Y,57.5%,Medium,31.74%,
1598,Crawler Log Folder,/problems/crawler-log-folder,N,64.4%,Easy,9.96%,
170,Two Sum III - Data structure design,/problems/two-sum-iii-data-structure-design,N,33.5%,Easy,5.34%,
1148,Article Views I,/problems/article-views-i,N,75.8%,Easy,0.15%,
1042,Flower Planting With No Adjacent,/problems/flower-planting-with-no-adjacent,N,48.5%,Easy,0.13%,
633,Sum of Square Numbers,/problems/sum-of-square-numbers,N,32.2%,Easy,0.00%,
1107,New Users Daily Count,/problems/new-users-daily-count,N,45.1%,Medium,0.00%,
1127,User Purchase Platform,/problems/user-purchase-platform,N,48.9%,Hard,0.00%,
1149,Article Views II,/problems/article-views-ii,N,48.2%,Medium,0.00%,
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,N,64.2%,Medium,0.00%,
575,Distribute Candies,/problems/distribute-candies,N,61.4%,Easy,0.08%,
1994,The Number of Good Subsets,/problems/the-number-of-good-subsets,N,34.1%,Hard,0.00%,
2157,Groups of Strings,/problems/groups-of-strings,N,25.3%,Hard,0.00%,
1336,Number of Transactions per Visit,/problems/number-of-transactions-per-visit,Y,51.3%,Hard,0.00%,
255,Verify Preorder Sequence in Binary Search Tree,/problems/verify-preorder-sequence-in-binary-search-tree,N,45.7%,Medium,1.96%,
500,Keyboard Row,/problems/keyboard-row,N,64.7%,Easy,0.96%,
1977,Number of Ways to Separate Numbers,/problems/number-of-ways-to-separate-numbers,N,20.9%,Hard,73.02%,
1222,Queens That Can Attack the King,/problems/queens-that-can-attack-the-king,N,68.8%,Medium,0.00%,
1189,Maximum Number of Balloons,/problems/maximum-number-of-balloons,N,61.8%,Easy,7.11%,
1386,Cinema Seat Allocation,/problems/cinema-seat-allocation,N,40.9%,Medium,100.00%,
1487,Making File Names Unique,/problems/making-file-names-unique,N,35.9%,Medium,31.36%,
1551,Minimum Operations to Make Array Equal,/problems/minimum-operations-to-make-array-equal,N,81.1%,Medium,19.25%,
1584,Min Cost to Connect All Points,/problems/min-cost-to-connect-all-points,N,64.2%,Medium,6.46%,
1615,Maximal Network Rank,/problems/maximal-network-rank,N,58.1%,Medium,98.65%,
1653,Minimum Deletions to Make String Balanced,/problems/minimum-deletions-to-make-string-balanced,N,58.8%,Medium,39.16%,
1712,Ways to Split Array Into Three Subarrays,/problems/ways-to-split-array-into-three-subarrays,N,32.5%,Medium,31.36%,
1775,Equal Sum Arrays With Minimum Number of Operations,/problems/equal-sum-arrays-with-minimum-number-of-operations,N,52.7%,Medium,36.62%,
1822,Sign of the Product of an Array,/problems/sign-of-the-product-of-an-array,N,66.1%,Easy,23.05%,
2028,Find Missing Observations,/problems/find-missing-observations,N,43.9%,Medium,47.16%,
2134,Minimum Swaps to Group All 1's Together II,/problems/minimum-swaps-to-group-all-1s-together-ii,N,50.7%,Medium,30.50%,
2259,Remove Digit From Number to Maximize Result,/problems/remove-digit-from-number-to-maximize-result,N,47.0%,Easy,20.33%,
1246,Palindrome Removal,/problems/palindrome-removal,N,46.0%,Hard,0.88%,
1156,Swap For Longest Repeated Character Substring,/problems/swap-for-longest-repeated-character-substring,N,49.0%,Medium,0.54%,
1185,Day of the Week,/problems/day-of-the-week,N,64.0%,Easy,0.35%,
431,Encode N-ary Tree to Binary Tree,/problems/encode-n-ary-tree-to-binary-tree,N,70.8%,Hard,0.33%,
612,Shortest Distance in a Plane,/problems/shortest-distance-in-a-plane,N,59.5%,Medium,0.13%,
1324,Print Words Vertically,/problems/print-words-vertically,N,57.9%,Medium,0.09%,
1092,Shortest Common Supersequence ,/problems/shortest-common-supersequence,N,51.6%,Hard,0.05%,
672,Bulb Switcher II,/problems/bulb-switcher-ii,N,50.9%,Medium,0.00%,
972,Equal Rational Numbers,/problems/equal-rational-numbers,N,41.6%,Hard,0.00%,
1093,Statistics from a Large Sample,/problems/statistics-from-a-large-sample,N,48.2%,Medium,0.00%,
1273,Delete Tree Nodes,/problems/delete-tree-nodes,N,63.5%,Medium,0.00%,
1285,Find the Start and End Number of Continuous Ranges,/problems/find-the-start-and-end-number-of-continuous-ranges,N,83.8%,Medium,0.00%,
1318,Minimum Flips to Make a OR b Equal to c,/problems/minimum-flips-to-make-a-or-b-equal-to-c,N,62.8%,Medium,0.00%,
1371,Find the Longest Substring Containing Vowels in Even Counts,/problems/find-the-longest-substring-containing-vowels-in-even-counts,N,58.2%,Medium,0.00%,
1369,Get the Second Most Recent Activity,/problems/get-the-second-most-recent-activity,N,65.1%,Hard,0.00%,No Topics Found
1415,The k-th Lexicographical String of All Happy Strings of Length n,/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,N,70.4%,Medium,0.00%,"String, Backtracking"
1417,Reformat The String,/problems/reformat-the-string,N,55.0%,Easy,0.00%,String
1458,Max Dot Product of Two Subsequences,/problems/max-dot-product-of-two-subsequences,N,41.7%,Hard,0.00%,"Array, Dynamic Programming"
1469,Find All The Lonely Nodes,/problems/find-all-the-lonely-nodes,N,81.4%,Easy,0.00%,No Topics Found
1510,Stone Game IV,/problems/stone-game-iv,N,50.3%,Hard,0.00%,"Math, Dynamic Programming, Game Theory"
1474,Delete N Nodes After M Nodes of a Linked List,/problems/delete-n-nodes-after-m-nodes-of-a-linked-list,N,74.2%,Easy,0.00%,No Topics Found
1518,Water Bottles,/problems/water-bottles,N,63.1%,Easy,0.00%,"Math, Simulation"
2106,Maximum Fruits Harvested After at Most K Steps,/problems/maximum-fruits-harvested-after-at-most-k-steps,N,35.1%,Hard,0.00%,"Array, Binary Search, Sliding Window, Prefix Sum"
1897,Redistribute Characters to Make All Strings Equal,/problems/redistribute-characters-to-make-all-strings-equal,N,59.9%,Easy,0.00%,"Hash Table, String, Counting"
1217,Play with Chips,/problems/play-with-chips,N,64.2%,Easy,0.00%,"Array, Math, Greedy"
664,Strange Printer,/problems/strange-printer,N,46.8%,Hard,0.00%,"String, Dynamic Programming"
577,Employee Bonus,/problems/employee-bonus,Y,75.4%,Easy,0.00%,Database
1491,Average Salary Excluding the Minimum and Maximum Salary,/problems/average-salary-excluding-the-minimum-and-maximum-salary,N,62.7%,Easy,0.00%,"Array, Sorting"
2273,Find Resultant Array After Removing Anagrams,/problems/find-resultant-array-after-removing-anagrams,N,58.3%,Easy,0.00%,"Array, Hash Table, String, Sorting"
2264,Largest 3-Same-Digit Number in String,/problems/largest-3-same-digit-number-in-string,N,59.0%,Easy,0.00%,String
1802,Maximum Value at a Given Index in a Bounded Array,/problems/maximum-value-at-a-given-index-in-a-bounded-array,N,31.9%,Medium,100.00%,"Binary Search, Greedy"
599,Minimum Index Sum of Two Lists,/problems/minimum-index-sum-of-two-lists,N,50.7%,Easy,0.27%,"Array, Hash Table, String"
1190,Reverse Substrings Between Each Pair of Parentheses,/problems/reverse-substrings-between-each-pair-of-parentheses,N,61.5%,Medium,0.22%,"String, Stack"
1212,Team Scores in Football Tournament,/problems/team-scores-in-football-tournament,N,55.8%,Medium,0.18%,No Topics Found
1380,Lucky Numbers in a Matrix,/problems/lucky-numbers-in-a-matrix,N,71.5%,Easy,0.00%,No Topics Found
1410,HTML Entity Parser,/problems/html-entity-parser,N,54.0%,Medium,0.00%,"Hash Table, String"
2192,All Ancestors of a Node in a Directed Acyclic Graph,/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,N,50.2%,Medium,38.00%,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
2380,Time Needed to Rearrange a Binary String,/problems/time-needed-to-rearrange-a-binary-string,N,48.2%,Medium,67.30%,"String, Dynamic Programming, Simulation"
2213,Longest Substring of One Repeating Character,/problems/longest-substring-of-one-repeating-character,N,30.9%,Hard,0.00%,"Array, String, Segment Tree, Ordered Set"
2232,Minimize Result by Adding Parentheses to Expression,/problems/minimize-result-by-adding-parentheses-to-expression,N,65.0%,Medium,100.00%,"String, Enumeration"
571,Find Median Given Frequency of Numbers,/problems/find-median-given-frequency-of-numbers,N,44.7%,Hard,0.00%,No Topics Found
1761,Minimum Degree of a Connected Trio in a Graph,/problems/minimum-degree-of-a-connected-trio-in-a-graph,N,41.7%,Hard,100.00%,No Topics Found
600,Non-negative Integers without Consecutive Ones,/problems/non-negative-integers-without-consecutive-ones,N,34.1%,Hard,0.00%,No Topics Found
1294,Weather Type in Each Country,/problems/weather-type-in-each-country,Y,68.0%,Easy,0.00%,No Topics Found
1321,Restaurant Growth,/problems/restaurant-growth,Y,71.8%,Medium,0.00%,Database
1378,Replace Employee ID With The Unique Identifier,/problems/replace-employee-id-with-the-unique-identifier,Y,91.4%,Easy,0.00%,Database
1407,Top Travellers,/problems/top-travellers,N,67.3%,Easy,0.00%,Database
1440,Evaluate Boolean Expression,/problems/evaluate-boolean-expression,Y,76.5%,Medium,0.00%,No Topics Found
786,K-th Smallest Prime Fraction,/problems/k-th-smallest-prime-fraction,N,41.0%,Hard,0.26%,"Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue)"
1159,Market Analysis II,/problems/market-analysis-ii,N,52.9%,Hard,0.16%,No Topics Found
1158,Market Analysis I,/problems/market-analysis-i,N,61.7%,Medium,0.00%,No Topics Found
2269,Find the K-Beauty of a Number,/problems/find-the-k-beauty-of-a-number,N,56.8%,Easy,0.00%,"Math, String, Sliding Window"
1657,Determine if Two Strings Are Close,/problems/determine-if-two-strings-are-close,N,54.1%,Medium,0.00%,"Hash Table, String, Sorting, Counting"
1183,Maximum Number of Ones,/problems/maximum-number-of-ones,N,54.5%,Hard,0.00%,No Topics Found
1911,Maximum Alternating Subsequence Sum,/problems/maximum-alternating-subsequence-sum,N,59.2%,Medium,0.00%,"Array, Dynamic Programming"
1309,Decrypt String from Alphabet to Integer Mapping,/problems/decrypt-string-from-alphabet-to-integer-mapping,N,79.5%,Easy,0.00%,String
923,3Sum With Multiplicity,/problems/3sum-with-multiplicity,N,35.7%,Medium,3.65%,No Topics Found
1256,Encode Number,/problems/encode-number,N,66.1%,Medium,0.00%,No Topics Found
1295,Find Numbers with Even Number of Digits,/problems/find-numbers-with-even-number-of-digits,N,81.5%,Easy,0.00%,"Array, Math"
2098,Subsequence of Size K With the Largest Even Sum,/problems/subsequence-of-size-k-with-the-largest-even-sum,Y,38.5%,Medium,0.00%,No Topics Found
495,Teemo Attacking,/problems/teemo-attacking,N,53.6%,Medium,0.09%,"Array, Simulation"
1801,Number of Orders in the Backlog,/problems/number-of-orders-in-the-backlog,N,47.4%,Medium,63.34%,"Array, Heap (Priority Queue), Simulation"
1391,Check if There is a Valid Path in a Grid,/problems/check-if-there-is-a-valid-path-in-a-grid,N,44.5%,Medium,0.00%,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1393,Capital Gain/Loss,/problems/capital-gainloss,N,89.4%,Medium,0.00%,Database
1419,Minimum Number of Frogs Croaking,/problems/minimum-number-of-frogs-croaking,N,50.1%,Medium,100.00%,"String, Counting"
1280,Students and Examinations,/problems/students-and-examinations,N,72.2%,Easy,0.00%,Database
1364,Number of Trusted Contacts of a Customer,/problems/number-of-trusted-contacts-of-a-customer,N,75.5%,Medium,0.00%,No Topics Found
1150,Check If a Number Is Majority Element in a Sorted Array,/problems/check-if-a-number-is-majority-element-in-a-sorted-array,N,59.2%,Easy,0.00%,No Topics Found
1301,Number of Paths with Max Score,/problems/number-of-paths-with-max-score,N,37.3%,Hard,0.00%,"Array, Dynamic Programming, Matrix"
1519,Number of Nodes in the Sub-Tree With the Same Label,/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,N,35.2%,Medium,0.00%,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Counting"
1349,Maximum Students Taking Exam,/problems/maximum-students-taking-exam,N,42.0%,Hard,0.29%,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask"
1341,Movie Rating,/problems/movie-rating,N,56.6%,Medium,0.20%,Database
891,Sum of Subsequence Widths,/problems/sum-of-subsequence-widths,N,31.9%,Hard,0.00%,"Array, Math, Sorting"
439,Ternary Expression Parser,/problems/ternary-expression-parser,N,55.9%,Medium,0.57%,No Topics Found
964,Least Operators to Express Number,/problems/least-operators-to-express-number,N,43.8%,Hard,0.00%,No Topics Found
2005,Subtree Removal Game with Fibonacci Tree,/problems/subtree-removal-game-with-fibonacci-tree,Y,62.9%,Hard,0.00%,No Topics Found
1367,Linked List in Binary Tree,/problems/linked-list-in-binary-tree,N,43.5%,Medium,0.00%,"Linked List, Tree, Depth-First Search, Binary Tree"
999,Available Captures for Rook,/problems/available-captures-for-rook,N,66.7%,Easy,0.49%,"Array, Matrix, Simulation"
573,Squirrel Simulation,/problems/squirrel-simulation,N,55.6%,Medium,0.00%,No Topics Found
1990,Count the Number of Experiments,/problems/count-the-number-of-experiments,Y,51.9%,Medium,0.00%,No Topics Found
2165,Smallest Value of the Rearranged Number,/problems/smallest-value-of-the-rearranged-number,N,51.3%,Medium,0.00%,"Math, Sorting"
2017,Grid Game,/problems/grid-game,N,43.0%,Medium,0.00%,"Array, Matrix, Prefix Sum"
625,Minimum Factorization,/problems/minimum-factorization,N,32.8%,Medium,0.00%,No Topics Found
1839,Longest Substring Of All Vowels in Order,/problems/longest-substring-of-all-vowels-in-order,N,48.6%,Medium,0.00%,"String, Sliding Window"
1974,Minimum Time to Type Word Using Special Typewriter,/problems/minimum-time-to-type-word-using-special-typewriter,N,71.5%,Easy,0.00%,"String, Greedy"
1979,Find Greatest Common Divisor of Array,/problems/find-greatest-common-divisor-of-array,N,76.7%,Easy,0.00%,"Array, Math, Number Theory"
712,Minimum ASCII Delete Sum for Two Strings,/problems/minimum-ascii-delete-sum-for-two-strings,N,62.3%,Medium,100.00%,"String, Dynamic Programming"
1636,Sort Array by Increasing Frequency,/problems/sort-array-by-increasing-frequency,N,68.7%,Easy,65.92%,"Array, Hash Table, Sorting"
1507,Reformat Date,/problems/reformat-date,N,60.5%,Easy,0.00%,String
1230,Toss Strange Coins,/problems/toss-strange-coins,N,48.7%,Medium,0.00%,No Topics Found
1435,Create a Session Bar Chart,/problems/create-a-session-bar-chart,N,76.9%,Easy,0.00%,No Topics Found
1500,Design a File Sharing System,/problems/design-a-file-sharing-system,N,45.8%,Medium,0.00%,No Topics Found
608,Tree Node,/problems/tree-node,N,67.1%,Medium,1.20%,Database
585,Investments in 2016,/problems/investments-in-2016,N,54.7%,Medium,0.92%,Database
831,Masking Personal Information,/problems/masking-personal-information,N,44.1%,Medium,0.57%,No Topics Found
580,Count Student Number in Departments,/problems/count-student-number-in-departments,N,48.7%,Medium,0.49%,No Topics Found
1348,Tweet Counts Per Frequency,/problems/tweet-counts-per-frequency,N,29.0%,Medium,0.25%,"Hash Table, Binary Search, Design, Sorting, Ordered Set"
1459,Rectangles Area,/problems/rectangles-area,N,61.5%,Medium,0.00%,No Topics Found
1186,Maximum Subarray Sum with One Deletion,/problems/maximum-subarray-sum-with-one-deletion,N,37.5%,Medium,0.00%,"Array, Dynamic Programming"
1531,String Compression II,/problems/string-compression-ii,N,49.9%,Hard,25.05%,"String, Dynamic Programming"
1743,Restore the Array From Adjacent Pairs,/problems/restore-the-array-from-adjacent-pairs,N,68.7%,Medium,23.62%,"Array, Hash Table, Depth-First Search"
1842,Next Palindrome Using Same Digits,/problems/next-palindrome-using-same-digits,Y,53.5%,Hard,82.15%,No Topics Found
2023,Number of Pairs of Strings With Concatenation Equal to Target,/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target,N,72.9%,Medium,27.27%,"Array, Hash Table, String, Counting"
2333,Minimum Sum of Squared Difference,/problems/minimum-sum-of-squared-difference,N,25.5%,Medium,21.24%,"Array, Binary Search, Greedy, Sorting, Heap (Priority Queue)"
959,Regions Cut By Slashes,/problems/regions-cut-by-slashes,N,66.2%,Medium,0.15%,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Matrix"
